id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
352,165,94,"Gregory, Frederick D.","Gregory, Frederick D.",male,-0.9346488533855875,USA,military,NASA Astronaut Group 8,-0.6213067802881518,3,0.01230390418606333,commander,1991,STS-44,STS-44,STS-44,STS-44,166.0,-0.5965589621607895,0,0.0,-0.6709541718905475,"Gregory, Frederick D.",0.9346488533855825,1940,1970,0.6753489912340241,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,125.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
353,166,95,"Lind, Don L.","Lind, Don L.",male,-1.896974767298017,USA,military,NASA- 5,-1.6037549384901553,1,-1.4160675181414626,msp,1985,STS-51-B,STS-51-B,STS-51-B,STS-51-B,168.0,-0.6646803966341717,0,0.0,-0.6709541718905475,"Lind, Don L.",1.8969747672980122,1930,1960,0.45712513956250383,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,142.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
354,167,96,"Lodewijk, van der Berg","Lodewijk, van der Berg",male,-1.722006419313939,USA,civilian,PS,-0.21195338103731703,1,-1.4160675181414626,psp,1985,Spacelab-3,STS-51-B,STS-51-B,STS-51-B,168.525,-0.6645557842540375,0,0.0,-0.6709541718905475,"Lodewijk, van der Berg",1.722006419313934,1930,1980,3.7304829146353087,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,172.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
355,168,97,"Wang, Taylor Gun-Jin",王赣骏,male,-1.0221330273776266,USA,civilian,Spacelab-3 mission payload specialist,-0.13008270118715007,1,-1.4160675181414626,psp,1985,spacelab-3,STS-51B,STS-51B,STS-51B,168.525,-0.6645557842540375,0,0.0,-0.6709541718905475,"Wang, Taylor Gun-Jin",1.0221330273776215,1940,1980,2.2029159529346667,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,195.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
356,169,98,"Creighton, John O.","Creighton, John O.",male,-0.7596805054015093,USA,military,NASA- 8,-0.6213067802881518,1,0.01230390418606333,pilot,1985,STS-51-G,STS-51-G,STS-51-G,STS-51-G,170.0,-0.6086641648024009,0,0.0,-0.6709541718905475,"Creighton, John O.",0.7596805054015043,1940,1970,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
357,169,98,"Creighton, John O.","Creighton, John O.",male,-0.7596805054015093,USA,military,NASA- 8,-0.6213067802881518,2,0.01230390418606333,commander,1990,STS-36,STS-36,STS-36,STS-36,106.0,-0.6086641648024009,0,0.0,-0.6709541718905475,"Creighton, John O.",0.7596805054015043,1940,1970,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
358,169,98,"Creighton, John O.","Creighton, John O.",male,-0.7596805054015093,USA,military,NASA- 8,-0.6213067802881518,3,0.01230390418606333,commander,1991,STS-48,STS-48,STS-48,STS-48,128.0,-0.6086641648024009,0,0.0,-0.6709541718905475,"Creighton, John O.",0.7596805054015043,1940,1970,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
359,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,-0.4972279834253921,USA,military,NASA-8,-0.6213067802881518,1,0.7264896153498263,msp,1985,STS-51G,STS-51G,STS-51G,STS-51G,170.0,-0.5806560488865156,0,0.0,-0.6709541718905475,"Nagel, Steven R.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,2.0,159.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
360,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,-0.4972279834253921,USA,military,NASA-8,-0.6213067802881518,2,0.7264896153498263,pilot,1985,STS-61A,STS-61A,STS-61A,STS-61A,169.0,-0.5806560488865156,0,0.0,-0.6709541718905475,"Nagel, Steven R.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,159.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
361,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,-0.4972279834253921,USA,military,NASA-8,-0.6213067802881518,3,0.7264896153498263,commander,1991,STS-37,STS-37,STS-37,STS-37,143.0,-0.5806560488865156,0,0.0,-0.6709541718905475,"Nagel, Steven R.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,159.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
362,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,-0.4972279834253921,USA,military,NASA-8,-0.6213067802881518,4,0.7264896153498263,commander,1993,STS-55,STS-55,STS-55,STS-55,240.0,-0.5806560488865156,0,0.0,-0.6709541718905475,"Nagel, Steven R.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,159.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
363,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,-0.7596805054015093,USA,civilian,NASA- 8,-0.6213067802881518,1,1.4406753265135892,msp,1985,STS-51-G,STS-51-G,STS-51-G,STS-51-G,169.0,0.5660152052629953,0,0.0,-0.6709541718905475,"Lucid, Shannon W.",0.7596805054015043,1940,1970,0.2389012878909835,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
364,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,-0.7596805054015093,USA,civilian,NASA- 8,-0.6213067802881518,2,1.4406753265135892,msp,1989,STS-34,STS-34,STS-34,STS-34,119.0,0.5660152052629953,0,0.0,-0.6709541718905475,"Lucid, Shannon W.",0.7596805054015043,1940,1970,0.2389012878909835,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
365,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,-0.7596805054015093,USA,civilian,NASA- 8,-0.6213067802881518,3,1.4406753265135892,msp,1991,STS-43,STS-43,STS-43,STS-43,213.0,0.5660152052629953,0,0.0,-0.6709541718905475,"Lucid, Shannon W.",0.7596805054015043,1940,1970,0.2389012878909835,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
366,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,-0.7596805054015093,USA,civilian,NASA- 8,-0.6213067802881518,4,1.4406753265135892,msp,1993,STS-58,STS-58,STS-58,STS-58,336.0,0.5660152052629953,0,0.0,-0.6709541718905475,"Lucid, Shannon W.",0.7596805054015043,1940,1970,0.2389012878909835,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
367,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,-0.7596805054015093,USA,civilian,NASA- 8,-0.6213067802881518,5,1.4406753265135892,msp,1996,22,STS-79,Mir,STS-76,4516.0,0.5660152052629953,0,0.0,-0.6709541718905475,"Lucid, Shannon W.",0.7596805054015043,1940,1970,0.2389012878909835,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
368,172,2,"Baudry, Patrick","Baudry, Patrick",male,-0.4972279834253921,France,military,CNES-1,-0.4575654205878179,1,-1.4160675181414626,psp,1985,STS-51G,STS-51G,STS-51G,STS-51G,169.63,-0.6642935048634692,0,0.0,-0.6709541718905475,"Baudry, Patrick",0.4972279834253871,1940,1980,0.02067743621946318,1,0,1,0,Single,0,No_EVA,Medium,France,0,0,0,0,0,11.0,1.0,6.0,66.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
369,173,1,"Al-saud, Sultan bin Salman",,male,0.3776137564949985,Saudi Arabia,civilian,Saudi-Arabia,-0.04821202133698312,1,-1.4160675181414626,psp,1985,STS-51G,STS-51G,STS-51G,STS-51G,170.0,-0.664205682805089,0,0.0,-0.6709541718905475,"Al-saud, Sultan bin Salman",-0.3776137564950035,1950,1980,-1.0704418221381384,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,28.0,0.0,6.0,189.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
370,174,101,"Bridges, Roy D., Jr.","Bridges, Roy D., Jr.",male,-0.7596805054015093,USA,military,NASA- 9,-0.4575654205878179,1,-1.4160675181414626,pilot,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,-0.6594585445142609,0,0.0,-0.6709541718905475,"Bridges, Roy D., Jr.",0.7596805054015043,1940,1980,0.6753489912340241,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,146.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
371,175,102,"Henize, Karl G.","Henize, Karl G.",male,-2.2469114632661733,USA,civilian,NASA- 6,-1.5218842586399883,1,-1.4160675181414626,msp,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,-0.6592805268283548,0,0.0,-0.6709541718905475,"Henize, Karl G.",2.2469114632661684,1920,1960,1.5482443979201055,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,143.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
372,176,103,"England, Anthony W.","England, Anthony W.",male,-0.8471646793935483,USA,civilian,NASA- 6,-1.5218842586399883,1,-1.4160675181414626,msp,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,-0.6594585445142609,0,0.0,-0.6709541718905475,"England, Anthony W.",0.8471646793935433,1940,1960,-1.9433372288242199,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,143.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
373,177,104,"Acton, Loren Wilbur","Acton, Loren Wilbur",male,-1.3720697233457828,USA,civilian,PS for Spacelab-2,-0.6213067802881518,1,-1.4160675181414626,psp,1978,Spacelab-2,STS-51-F,STS-51-F,STS-51-F,190.94,-0.659235429014592,0,0.0,-0.6709541718905475,"Acton, Loren Wilbur",1.3720697233457777,1930,1970,1.7664682495916257,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,182.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
374,178,105,"Bartoe, John-David Francis","Bartoe, John-David Francis",male,-0.6721963314094702,USA,civilian,PS for Spacelab-2,-0.6213067802881518,1,-1.4160675181414626,psp,1978,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.94,-0.659235429014592,0,0.0,-0.6709541718905475,"Bartoe, John-David Francis",0.6721963314094652,1940,1970,0.02067743621946318,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,182.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
375,179,106,"Covey, Richard O.","Covey, Richard O.",male,-0.4972279834253921,USA,military,NASA- 8,-0.6213067802881518,1,0.7264896153498263,pilot,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,-0.5514611483979232,0,0.0,-0.6709541718905475,"Covey, Richard O.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
376,179,106,"Covey, Richard O.","Covey, Richard O.",male,-0.4972279834253921,USA,military,NASA- 8,-0.6213067802881518,2,0.7264896153498263,pilot,1988,STS-26,STS-26,STS-26,STS-26,97.0,-0.5514611483979232,0,0.0,-0.6709541718905475,"Covey, Richard O.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
377,179,106,"Covey, Richard O.","Covey, Richard O.",male,-0.4972279834253921,USA,military,NASA- 8,-0.6213067802881518,3,0.7264896153498263,commander,1990,STS-38,STS-38,STS-38,STS-38,118.0,-0.5514611483979232,0,0.0,-0.6709541718905475,"Covey, Richard O.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
378,179,106,"Covey, Richard O.","Covey, Richard O.",male,-0.4972279834253921,USA,military,NASA- 8,-0.6213067802881518,4,0.7264896153498263,commander,1993,STS-61,STS-61,STS-61,STS-61,260.0,-0.5514611483979232,0,0.0,-0.6709541718905475,"Covey, Richard O.",0.4972279834253871,1940,1970,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,145.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
379,180,107,"Lounge, John M.","Lounge, John M.",male,-0.4972279834253921,USA,civilian,NASA- 9,-0.4575654205878179,1,0.01230390418606333,msp,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,-0.5901503254681716,0,0.0,-0.6709541718905475,"Lounge, John M.",0.4972279834253871,1940,1980,0.02067743621946318,1,0,0,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
380,180,107,"Lounge, John M.","Lounge, John M.",male,-0.4972279834253921,USA,civilian,NASA- 9,-0.4575654205878179,2,0.01230390418606333,msp,1988,STS-26,STS-26,STS-26,STS-26,97.0,-0.5901503254681716,0,0.0,-0.6709541718905475,"Lounge, John M.",0.4972279834253871,1940,1980,0.02067743621946318,1,0,0,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
381,180,107,"Lounge, John M.","Lounge, John M.",male,-0.4972279834253921,USA,civilian,NASA- 9,-0.4575654205878179,3,0.01230390418606333,msp,1990,STS-35,STS-35,STS-35,STS-35,215.0,-0.5901503254681716,0,0.0,-0.6709541718905475,"Lounge, John M.",0.4972279834253871,1940,1980,0.02067743621946318,1,0,0,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
382,181,108,"Fisher, William F.","Fisher, William F.",male,-0.4972279834253921,USA,civilian,NASA- 9,-0.4575654205878179,1,-1.4160675181414626,msp,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,-0.664205682805089,2,11.76,0.06226028501700038,"Fisher, William F.",0.4972279834253871,1940,1980,0.02067743621946318,1,0,0,0,Single,1,Medium,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
383,182,59,"Vasyutin, Vladimir",Владимир Владимирович Васютин,male,0.027677060526842268,Russia,military,TsPK-6,-0.7850481399884857,1,-1.4160675181414626,commander,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557.0,-0.334785141820514,0,0.0,-0.6709541718905475,"Vasyutin, Vladimir",-0.02767706052684724,1950,1970,-2.16156108049574,1,0,1,0,Single,0,No_EVA,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,216.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
384,183,60,"Volkov, Alexander",Александр Александрович Волков,male,-0.322259635441314,Russia,military,TsPK-6,-0.7850481399884857,1,0.01230390418606333,msp,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557.0,1.5256183543549915,0,0.0,-0.03500285722583764,"Volkov, Alexander",0.322259635441309,1940,1970,-1.288665673809659,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,1.0,2.0,216.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
385,183,60,"Volkov, Alexander",Александр Александрович Волков,male,-0.322259635441314,Russia,military,TsPK-6,-0.7850481399884857,2,0.01230390418606333,msp,1989,4,Soyuz TM­7,Mir,Soyuz TM­7,3635.0,1.5256183543549915,1,6.0,-0.03500285722583764,"Volkov, Alexander",0.322259635441309,1940,1970,-1.288665673809659,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,1.0,2.0,216.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
386,183,60,"Volkov, Alexander",Александр Александрович Волков,male,-0.322259635441314,Russia,military,TsPK-6,-0.7850481399884857,3,0.01230390418606333,msp,1992,10,Soyuz TM­13,Mir,Soyuz TM­13,4202.0,1.5256183543549915,1,4.2,-0.03500285722583764,"Volkov, Alexander",0.322259635441309,1940,1970,-1.288665673809659,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,1.0,2.0,216.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
387,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,-0.5847121574174312,USA,military,NASA Astronaut Group 9,-0.4575654205878179,1,0.7264896153498263,pilot,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97.73,-0.5557976592265946,0,0.0,-0.6709541718905475,"Grabe, Ronald J.",0.5847121574174262,1940,1980,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,126.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
388,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,-0.5847121574174312,USA,military,NASA Astronaut Group 10,-0.4575654205878179,2,0.7264896153498263,pilot,1989,STS-30,STS-30,STS-30,STS-30,97.0,-0.5557976592265946,0,0.0,-0.6709541718905475,"Grabe, Ronald J.",0.5847121574174262,1940,1980,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,110.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
389,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,-0.5847121574174312,USA,military,NASA Astronaut Group 11,-0.4575654205878179,3,0.7264896153498263,commander,1992,STS-42,STS-42,STS-42,STS-42,193.0,-0.5557976592265946,0,0.0,-0.6709541718905475,"Grabe, Ronald J.",0.5847121574174262,1940,1980,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,111.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
390,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,-0.5847121574174312,USA,military,NASA Astronaut Group 12,-0.4575654205878179,4,0.7264896153498263,commander,1993,STS-57,STS-57,STS-57,STS-57,239.0,-0.5557976592265946,0,0.0,-0.6709541718905475,"Grabe, Ronald J.",0.5847121574174262,1940,1980,0.2389012878909835,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,112.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
391,185,110,"Hilmers, David C.","Hilmers, David C.",male,-0.14729128745723585,USA,military,NASA- 9,-0.4575654205878179,1,0.7264896153498263,msp,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97.0,-0.5875393994082162,0,0.0,-0.6709541718905475,"Hilmers, David C.",0.14729128745723089,1950,1980,-0.8522179704666182,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
392,185,110,"Hilmers, David C.","Hilmers, David C.",male,-0.14729128745723585,USA,military,NASA- 10,-0.4575654205878179,2,0.7264896153498263,msp,1988,STS-26,STS-26,STS-26,STS-26,97.0,-0.5875393994082162,0,0.0,-0.6709541718905475,"Hilmers, David C.",0.14729128745723089,1950,1980,-0.8522179704666182,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,129.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
393,185,110,"Hilmers, David C.","Hilmers, David C.",male,-0.14729128745723585,USA,military,NASA- 11,-0.4575654205878179,3,0.7264896153498263,msp,1990,STS-36,STS-36,STS-36,STS-36,106.0,-0.5875393994082162,0,0.0,-0.6709541718905475,"Hilmers, David C.",0.14729128745723089,1950,1980,-0.8522179704666182,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
394,185,110,"Hilmers, David C.","Hilmers, David C.",male,-0.14729128745723585,USA,military,NASA- 12,-0.4575654205878179,4,0.7264896153498263,msp,1992,STS-42,STS-42,STS-42,STS-42,193.0,-0.5875393994082162,0,0.0,-0.6709541718905475,"Hilmers, David C.",0.14729128745723089,1950,1980,-0.8522179704666182,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
395,186,111,"Pailes, William Arthur","Pailes, William Arthur",male,-1.3720697233457828,USA,military,USAF group,-0.293824060887484,1,-1.4160675181414626,psp,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,98.11,-0.6812692713914702,0,0.0,-0.6709541718905475,"Pailes, William Arthur",1.3720697233457777,1930,1980,2.639363656277707,1,0,1,0,Single,0,No_EVA,Short,USA,0,0,0,0,0,38.0,1.0,6.0,222.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
396,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,-0.2347754614492749,USA,civilian,NASA- 9,-0.4575654205878179,1,1.4406753265135892,msp,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.0,-0.41782920551111413,0,0.0,-0.6709541718905475,"Dunbar, Bonnie J.",0.23477546144926995,1940,1980,-0.6339941187950978,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
397,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,-0.2347754614492749,USA,civilian,NASA- 9,-0.4575654205878179,2,1.4406753265135892,msp,1990,STS-32,STS-32,STS-32,STS-32,261.0,-0.41782920551111413,0,0.0,-0.6709541718905475,"Dunbar, Bonnie J.",0.23477546144926995,1940,1980,-0.6339941187950978,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
398,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,-0.2347754614492749,USA,civilian,NASA- 9,-0.4575654205878179,3,1.4406753265135892,msp,1992,STS-50,STS-50,STS-50,STS-50,331.0,-0.41782920551111413,0,0.0,-0.6709541718905475,"Dunbar, Bonnie J.",0.23477546144926995,1940,1980,-0.6339941187950978,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
399,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,-0.2347754614492749,USA,civilian,NASA- 9,-0.4575654205878179,4,1.4406753265135892,msp,1995,STS-71,STS-71,STS-71,STS-71,235.0,-0.41782920551111413,0,0.0,-0.6709541718905475,"Dunbar, Bonnie J.",0.23477546144926995,1940,1980,-0.6339941187950978,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
400,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,-0.2347754614492749,USA,civilian,NASA- 9,-0.4575654205878179,5,1.4406753265135892,msp,1998,STS-89,STS-89,STS-89,STS-89,211.0,-0.41782920551111413,0,0.0,-0.6709541718905475,"Dunbar, Bonnie J.",0.23477546144926995,1940,1980,-0.6339941187950978,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,146.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
401,188,2,"Furrer, Reinhard Alfred","Furrer, Reinhard Alfred",male,-1.0221330273776266,Germany,civilian,DLR-1,-0.293824060887484,1,-1.4160675181414626,psp,1985,STS-61A,STS-61A,STS-61A,STS-61A,168.73,-0.6645071260865565,0,0.0,-0.6709541718905475,"Furrer, Reinhard Alfred",1.0221330273776215,1940,1980,1.7664682495916257,1,0,0,0,Single,0,No_EVA,Medium,Germany,0,0,0,0,0,12.0,0.0,6.0,75.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
